event_id,product_id,date,event_type,call_count,sms_count,data_count,direction,roaming,calling_msisdn,called_msisdn
2685,219,2022-03-04 01:41:58,call,9,0,0,incoming,----------,+55-11-11112587,+55-14-14085807
2686,219,2022-03-05 01:03:14,sms,0,1,0,outgoing,----------,+55-17-17746100,+55-11-11708748
2687,219,2022-03-01 07:37:37,call,7,0,0,incoming,----------,+55-86-86761881,+55-38-38637635
2688,200,2022-03-05 03:49:58,data,0,0,61,outgoing,----------,+55-44-44518663,+55-53-53147472
2689,200,2022-03-01 10:07:44,data,0,0,111,outgoing,roaming,+55-50-50573282,+55-27-27537311
2690,200,2022-03-07 19:02:31,data,0,0,6,outgoing,----------,+55-06-06028178,+278-36-11514142
2691,268,2022-03-06 17:51:12,sms,0,1,0,outgoing,----------,+55-07-07057410,+55-03-03670513
2692,268,2022-03-02 05:55:22,call,29,0,0,incoming,roaming,+55-25-25002837,+55-85-85861853
2693,268,2022-03-05 18:07:55,call,30,0,0,incoming,----------,+55-04-04576027,+55-22-22570374
2694,268,2022-03-06 09:03:06,call,29,0,0,incoming,----------,+55-12-12232333,+55-87-87782381
2695,268,2022-03-02 11:20:48,call,43,0,0,outgoing,----------,+55-25-25530225,+55-07-07311004
2696,268,2022-03-03 03:24:27,data,0,0,183,incoming,----------,+55-04-04764613,+55-37-37686355
2697,268,2022-03-02 04:51:03,sms,0,1,0,outgoing,----------,+55-87-87044625,+55-88-88742758
2698,268,2022-03-07 19:30:53,sms,0,1,0,outgoing,----------,+55-65-65356340,+55-18-18536162
2699,43,2022-03-02 15:19:25,call,11,0,0,outgoing,----------,+55-81-81666467,+55-51-51177527
2700,43,2022-03-05 15:39:08,call,38,0,0,outgoing,roaming,+55-08-08362670,+55-70-70871867
2701,43,2022-03-04 15:08:52,sms,0,1,0,outgoing,----------,+55-21-21785403,+55-52-52167423
2702,43,2022-03-02 20:46:21,sms,0,1,0,incoming,----------,+55-78-78117236,+55-37-37400010
2703,43,2022-03-03 09:22:39,data,0,0,149,incoming,roaming,+55-37-37731831,+55-44-44110046
2704,43,2022-03-01 20:25:26,call,10,0,0,incoming,----------,+55-42-42847311,+55-13-13770032
2705,43,2022-03-03 21:39:37,sms,0,1,0,outgoing,----------,+55-72-72728762,+55-20-20703428
2706,43,2022-03-03 09:18:28,call,25,0,0,incoming,----------,+55-81-81211268,+55-58-58051174
2707,392,2022-03-05 17:30:39,call,5,0,0,incoming,----------,+55-86-86180133,+55-84-84375040
2708,392,2022-03-05 01:56:15,call,38,0,0,incoming,----------,+693-27-56402759,+55-23-23888115
2709,392,2022-03-01 10:27:25,data,0,0,171,incoming,----------,+948-38-78315660,+55-16-16000404
2710,392,2022-03-04 10:02:14,call,30,0,0,incoming,----------,+55-42-42201050,+55-66-66272681
2711,392,2022-03-06 12:51:32,call,11,0,0,outgoing,----------,+55-15-15305171,+55-58-58500612
2712,392,2022-03-07 02:57:37,data,0,0,31,incoming,roaming,+55-85-85038074,+55-22-22568784
2713,392,2022-03-04 09:26:16,data,0,0,62,incoming,----------,+55-27-27721086,+55-51-51553856
2714,392,2022-03-02 18:03:34,call,26,0,0,incoming,----------,+55-31-31284537,+55-77-77177044
2715,392,2022-03-06 01:56:28,call,13,0,0,outgoing,----------,+55-72-72511647,+55-27-27048334
2716,418,2022-03-04 22:14:03,call,47,0,0,outgoing,----------,+55-17-17476868,+55-80-80503771
2717,418,2022-03-06 18:15:08,data,0,0,87,outgoing,roaming,+55-06-06341715,+763-80-88854327
2718,418,2022-03-05 03:16:19,call,4,0,0,incoming,----------,+55-08-08566664,+55-04-04010708
2719,99,2022-03-07 02:43:37,call,47,0,0,outgoing,roaming,+55-66-66652420,+55-02-02132006
2720,99,2022-03-07 12:36:19,data,0,0,21,outgoing,roaming,+55-41-41406458,+55-74-74505167
2721,99,2022-03-05 02:22:04,sms,0,1,0,outgoing,----------,+55-22-22187403,+55-11-11000728
2722,99,2022-03-01 15:33:18,sms,0,1,0,incoming,----------,+822-58-64262218,+55-77-77422111
2723,99,2022-03-07 00:43:22,data,0,0,130,incoming,roaming,+55-81-81731186,+55-25-25771770
2724,99,2022-03-07 18:25:56,sms,0,1,0,outgoing,----------,+55-30-30786815,+55-88-88038751
2725,99,2022-03-04 19:11:13,call,28,0,0,incoming,roaming,+55-12-12730177,+55-80-80437174
2726,231,2022-03-06 10:07:05,data,0,0,119,incoming,----------,+55-14-14631546,+55-83-83114461
2727,231,2022-03-02 11:08:50,call,5,0,0,incoming,----------,+55-62-62118121,+55-23-23658024
2728,231,2022-03-04 05:07:07,call,48,0,0,incoming,----------,+55-32-32450185,+55-21-21818426
2729,231,2022-03-02 15:47:12,sms,0,1,0,outgoing,----------,+55-45-45058472,+55-27-27000856
2730,231,2022-03-01 19:41:10,data,0,0,170,outgoing,----------,+55-88-88508515,+55-05-05075561
2731,231,2022-03-03 02:11:20,call,41,0,0,incoming,----------,+55-08-08717555,+55-64-64521181
2732,231,2022-03-04 09:36:21,sms,0,1,0,outgoing,----------,+55-04-04863460,+55-33-33566783
2733,231,2022-03-06 21:23:24,call,12,0,0,incoming,----------,+55-64-64521181,+55-04-04022730
2734,231,2022-03-01 09:39:54,data,0,0,184,outgoing,----------,+55-56-56177235,+55-14-14310577
2735,35,2022-03-02 11:52:25,call,35,0,0,outgoing,roaming,+55-84-84166410,+55-53-53358850
2736,35,2022-03-02 22:11:23,data,0,0,79,incoming,----------,+55-02-02132006,+55-80-80757083
2737,35,2022-03-07 02:31:40,sms,0,1,0,incoming,----------,+55-17-17645427,+55-27-27262555
2738,35,2022-03-07 07:11:00,data,0,0,94,incoming,----------,+55-87-87533004,+55-55-55785431
2739,35,2022-03-02 14:29:41,sms,0,1,0,incoming,----------,+55-47-47106704,+55-64-64141432
2740,298,2022-03-05 14:53:59,data,0,0,82,outgoing,----------,+55-43-43780154,+55-78-78857632
2741,298,2022-03-03 22:04:16,data,0,0,38,outgoing,----------,+55-80-80037330,+55-22-22317618
2742,228,2022-03-07 07:34:06,data,0,0,133,outgoing,----------,+55-58-58847261,+799-17-94001684
2743,228,2022-03-03 04:47:15,call,24,0,0,outgoing,----------,+55-04-04612061,+55-03-03438734
2744,228,2022-03-02 04:42:11,call,2,0,0,incoming,----------,+55-18-18650435,+55-08-08717555
2745,228,2022-03-04 20:11:26,call,12,0,0,outgoing,----------,+55-07-07266735,+55-12-12232333
2746,312,2022-03-04 14:22:59,call,37,0,0,incoming,----------,+55-23-23888115,+55-16-16042573
2747,312,2022-03-06 22:41:53,call,41,0,0,outgoing,----------,+55-22-22351266,+55-86-86362043
2748,312,2022-03-02 20:34:13,sms,0,1,0,outgoing,----------,+55-43-43722420,+55-00-00055488
2749,312,2022-03-04 23:14:26,data,0,0,181,outgoing,----------,+55-68-68111456,+55-17-17645427
2750,312,2022-03-01 17:28:07,sms,0,1,0,outgoing,----------,+55-76-76544257,+55-54-54640402
2751,96,2022-03-05 02:26:58,call,43,0,0,outgoing,----------,+55-61-61827712,+55-58-58500612
2752,96,2022-03-05 22:36:17,call,44,0,0,outgoing,----------,+55-31-31031103,+55-41-41806435
2753,96,2022-03-02 16:34:38,data,0,0,44,outgoing,----------,+55-57-57633770,+55-87-87572867
2754,96,2022-03-05 18:44:38,sms,0,1,0,outgoing,----------,+55-16-16647382,+55-26-26106303
2755,96,2022-03-02 20:14:14,sms,0,1,0,outgoing,----------,+55-03-03580301,+55-14-14138536
2756,96,2022-03-01 10:47:01,data,0,0,94,outgoing,----------,+55-64-64687034,+55-48-48034016
2757,96,2022-03-01 22:31:09,call,27,0,0,outgoing,----------,+55-45-45437525,+55-10-10651267
2758,96,2022-03-06 05:10:44,sms,0,1,0,outgoing,----------,+55-45-45876708,+55-81-81871400
2759,24,2022-03-04 03:45:17,sms,0,1,0,outgoing,----------,+55-06-06660044,+55-18-18650435
2760,24,2022-03-05 07:09:26,data,0,0,137,incoming,----------,+55-88-88505083,+55-37-37365873
2761,24,2022-03-04 10:40:56,call,41,0,0,incoming,----------,+55-40-40473617,+55-57-57345512
2762,24,2022-03-02 23:02:42,data,0,0,42,outgoing,roaming,+55-32-32723305,+55-38-38587256
2763,24,2022-03-01 22:31:08,call,16,0,0,incoming,----------,+55-00-00058865,+55-72-72260500
2764,427,2022-03-03 21:43:10,call,31,0,0,outgoing,----------,+55-78-78721418,+55-81-81731186
2765,427,2022-03-02 12:03:34,sms,0,1,0,incoming,----------,+55-80-80377230,+55-86-86503625
2766,427,2022-03-07 16:15:53,sms,0,1,0,incoming,----------,+55-23-23701136,+55-82-82022246
2767,47,2022-03-03 02:37:01,sms,0,1,0,outgoing,roaming,+55-67-67388362,+55-61-61778330
2768,47,2022-03-05 22:09:44,data,0,0,30,incoming,----------,+55-18-18536162,+55-66-66823183
2769,47,2022-03-04 17:06:57,sms,0,1,0,outgoing,----------,+55-85-85143036,+55-25-25614062
2770,47,2022-03-06 07:17:40,data,0,0,161,outgoing,----------,+55-56-56314165,+55-84-84440078
2771,47,2022-03-01 13:07:15,call,8,0,0,incoming,----------,+55-46-46283341,+55-12-12248421
2772,259,2022-03-07 12:42:54,data,0,0,138,outgoing,----------,+55-53-53564467,+55-12-12860475
2773,259,2022-03-01 04:00:50,call,38,0,0,incoming,----------,+55-34-34430185,+55-70-70154858
2774,259,2022-03-05 05:04:16,sms,0,1,0,outgoing,----------,+55-31-31180100,+55-81-81871400
2775,327,2022-03-03 00:27:17,data,0,0,65,outgoing,----------,+55-72-72371105,+55-42-42352245
2776,327,2022-03-05 11:09:26,call,1,0,0,outgoing,----------,+55-65-65141062,+55-21-21526776
2777,327,2022-03-03 04:31:50,sms,0,1,0,outgoing,----------,+55-31-31436207,+55-37-37731831
2778,327,2022-03-03 22:28:58,data,0,0,112,outgoing,----------,+55-34-34607857,+55-43-43780154
2779,354,2022-03-03 06:47:31,data,0,0,150,outgoing,----------,+55-58-58372364,+55-58-58033820
2780,354,2022-03-02 04:15:00,sms,0,1,0,incoming,----------,+55-01-01570503,+55-46-46320017
2781,354,2022-03-04 11:32:49,data,0,0,179,incoming,----------,+55-45-45876708,+55-13-13618880
2782,354,2022-03-01 00:15:07,call,44,0,0,outgoing,----------,+55-58-58276522,+572-78-57159504
2783,354,2022-03-05 14:43:41,data,0,0,55,incoming,----------,+55-14-14138536,+55-17-17273687
2784,354,2022-03-04 12:20:15,data,0,0,160,incoming,----------,+55-74-74805222,+55-22-22457454
2785,354,2022-03-03 06:14:56,data,0,0,169,outgoing,----------,+55-01-01754154,+55-07-07753754
2786,354,2022-03-07 02:29:11,sms,0,1,0,outgoing,----------,+55-84-84648746,+55-67-67582272
2787,279,2022-03-04 22:04:09,data,0,0,194,outgoing,----------,+55-52-52117774,+55-02-02132006
2788,279,2022-03-04 21:58:34,call,18,0,0,incoming,----------,+55-14-14085807,+55-74-74324524
2789,279,2022-03-07 11:15:36,call,28,0,0,incoming,----------,+55-10-10662332,+55-37-37365873
2790,335,2022-03-01 09:14:31,call,21,0,0,incoming,----------,+55-57-57107856,+55-51-51872048
2791,335,2022-03-05 06:39:31,call,22,0,0,outgoing,----------,+55-52-52117774,+55-66-66786535
2792,335,2022-03-07 08:11:32,sms,0,1,0,outgoing,----------,+55-07-07383515,+55-63-63460330
2793,383,2022-03-03 14:41:55,data,0,0,153,outgoing,----------,+55-08-08456640,+55-81-81480760
2794,383,2022-03-05 08:06:11,call,47,0,0,outgoing,----------,+55-55-55265756,+55-07-07288630
2795,383,2022-03-01 04:10:24,data,0,0,81,incoming,----------,+55-10-10835647,+55-25-25538717
2796,383,2022-03-02 11:51:14,call,6,0,0,incoming,----------,+55-14-14067272,+55-50-50167066
2797,383,2022-03-04 19:38:18,call,22,0,0,outgoing,----------,+55-50-50653625,+55-31-31127256
2798,383,2022-03-06 16:07:38,call,38,0,0,incoming,----------,+55-25-25002837,+55-75-75245405
2799,383,2022-03-07 20:22:53,call,7,0,0,incoming,roaming,+55-24-24001285,+55-40-40051361
2800,383,2022-03-07 19:37:16,data,0,0,33,outgoing,----------,+55-80-80437174,+55-28-28211620
2801,294,2022-03-01 15:05:14,sms,0,1,0,outgoing,roaming,+55-17-17745046,+502-79-40470967
2802,294,2022-03-02 12:55:38,sms,0,1,0,incoming,----------,+55-58-58051383,+55-35-35576405
2803,40,2022-03-02 18:51:40,sms,0,1,0,incoming,----------,+55-61-61076038,+55-73-73741404
2804,40,2022-03-04 02:35:20,sms,0,1,0,incoming,----------,+55-08-08520055,+55-74-74213830
2805,40,2022-03-04 06:54:13,call,11,0,0,incoming,----------,+55-11-11811477,+55-18-18650435
2806,40,2022-03-06 07:40:17,sms,0,1,0,incoming,roaming,+55-33-33534881,+55-81-81348156
2807,81,2022-03-03 19:14:28,sms,0,1,0,outgoing,----------,+55-84-84841374,+55-44-44751381
2808,81,2022-03-04 02:30:38,sms,0,1,0,outgoing,----------,+55-52-52543655,+55-28-28626730
2809,81,2022-03-07 21:03:43,call,4,0,0,outgoing,roaming,+55-45-45160535,+55-40-40867731
2810,81,2022-03-02 03:51:19,call,4,0,0,incoming,----------,+27-62-46840287,+55-86-86654753
2811,81,2022-03-01 22:48:01,data,0,0,95,outgoing,----------,+55-80-80351351,+55-66-66626426
2812,81,2022-03-03 15:41:39,call,44,0,0,outgoing,roaming,+55-57-57337745,+55-87-87533004
2813,423,2022-03-06 20:36:11,sms,0,1,0,incoming,----------,+55-16-16860288,+55-88-88202077
2814,423,2022-03-04 06:47:10,call,2,0,0,outgoing,roaming,+55-61-61778330,+55-06-06621258
2815,328,2022-03-03 19:38:14,data,0,0,110,outgoing,----------,+55-15-15540681,+55-85-85735735
2816,328,2022-03-07 02:09:15,sms,0,1,0,outgoing,----------,+55-56-56557423,+55-56-56730007
2817,328,2022-03-04 17:37:10,call,32,0,0,incoming,----------,+55-45-45407416,+55-88-88402754
2818,181,2022-03-02 20:55:40,sms,0,1,0,outgoing,----------,+55-01-01754154,+55-67-67485163
2819,181,2022-03-07 11:59:29,call,13,0,0,outgoing,----------,+55-62-62118121,+55-33-33143234
2820,181,2022-03-02 08:47:07,sms,0,1,0,incoming,----------,+55-86-86873356,+55-60-60111680
2821,181,2022-03-05 01:00:44,call,23,0,0,incoming,----------,+55-21-21526776,+55-22-22461325
2822,182,2022-03-03 11:22:38,sms,0,1,0,incoming,----------,+55-88-88202077,+55-47-47316410
2823,182,2022-03-04 00:16:59,sms,0,1,0,incoming,----------,+55-68-68722535,+55-55-55016401
2824,182,2022-03-01 08:38:58,sms,0,1,0,outgoing,roaming,+55-51-51708276,+55-72-72510225
2825,182,2022-03-01 13:09:31,call,31,0,0,outgoing,----------,+55-80-80351351,+55-42-42352245
2826,182,2022-03-05 21:04:32,data,0,0,43,incoming,----------,+317-97-56397408,+55-64-64643175
2827,182,2022-03-03 23:50:07,call,18,0,0,incoming,roaming,+55-10-10400202,+55-05-05251521
2828,182,2022-03-02 22:20:46,call,39,0,0,outgoing,----------,+55-80-80285333,+55-44-44518663
2829,229,2022-03-05 04:56:48,data,0,0,19,outgoing,----------,+55-22-22516168,+778-16-25953616
2830,229,2022-03-01 14:37:26,data,0,0,123,outgoing,----------,+55-14-14652382,+55-67-67130461
2831,229,2022-03-05 05:53:40,sms,0,1,0,outgoing,----------,+55-48-48088427,+55-88-88505083
2832,229,2022-03-07 11:23:54,sms,0,1,0,incoming,----------,+55-02-02251445,+55-74-74263042
2833,229,2022-03-03 10:17:51,sms,0,1,0,outgoing,----------,+55-12-12814277,+55-23-23200815
2834,229,2022-03-01 13:28:56,data,0,0,1,incoming,----------,+714-55-45478791,+55-07-07255084
2835,229,2022-03-07 16:27:22,call,4,0,0,incoming,----------,+55-82-82022246,+55-22-22673110
2836,351,2022-03-03 10:50:15,call,36,0,0,incoming,----------,+55-40-40878030,+55-44-44860634
2837,351,2022-03-06 00:13:37,data,0,0,191,incoming,----------,+55-07-07344085,+55-18-18707621
2838,351,2022-03-04 01:19:59,call,18,0,0,outgoing,----------,+55-34-34832825,+55-31-31021652
2839,351,2022-03-03 21:45:10,sms,0,1,0,incoming,----------,+55-40-40461146,+55-41-41010552
2840,224,2022-03-02 06:17:29,data,0,0,167,incoming,----------,+55-82-82671611,+55-08-08472058
2841,224,2022-03-06 06:39:48,call,33,0,0,incoming,----------,+55-03-03083070,+55-61-61412360
2842,224,2022-03-01 13:05:08,data,0,0,188,outgoing,----------,+55-44-44751381,+55-61-61666757
2843,86,2022-03-03 08:42:57,call,11,0,0,incoming,----------,+55-80-80037330,+55-01-01862757
2844,86,2022-03-07 20:18:32,data,0,0,26,outgoing,----------,+55-27-27262555,+55-53-53185843
2845,86,2022-03-04 07:53:41,sms,0,1,0,outgoing,----------,+55-14-14477281,+55-50-50682525
2846,86,2022-03-02 23:53:34,sms,0,1,0,outgoing,----------,+55-15-15305171,+55-26-26742240
2847,86,2022-03-05 08:29:18,call,35,0,0,incoming,----------,+55-57-57562387,+55-88-88402754
2848,86,2022-03-01 01:51:54,sms,0,1,0,outgoing,----------,+55-26-26588248,+593-77-77051069
2849,86,2022-03-04 08:10:30,call,21,0,0,incoming,----------,+55-18-18421737,+55-31-31284537
2850,148,2022-03-02 03:15:51,call,38,0,0,outgoing,----------,+55-64-64681118,+55-34-34430185
2851,148,2022-03-03 20:18:31,data,0,0,96,incoming,----------,+55-36-36330231,+55-28-28101343
2852,148,2022-03-04 20:38:10,call,48,0,0,incoming,----------,+110-55-82222622,+55-12-12455871
2853,148,2022-03-06 09:55:13,call,10,0,0,outgoing,----------,+55-06-06404321,+55-30-30786815
2854,426,2022-03-07 15:04:42,call,6,0,0,incoming,----------,+55-77-77005751,+55-20-20778740
2855,426,2022-03-01 10:28:17,data,0,0,23,incoming,----------,+55-25-25538717,+55-57-57633770
2856,426,2022-03-05 16:24:52,data,0,0,171,outgoing,----------,+55-86-86503625,+55-10-10835647
2857,426,2022-03-07 23:52:56,data,0,0,105,outgoing,----------,+55-47-47682405,+55-58-58851438
2858,426,2022-03-07 06:16:32,call,14,0,0,outgoing,----------,+55-16-16860288,+55-25-25530225
2859,426,2022-03-06 00:31:40,call,9,0,0,incoming,----------,+55-04-04764613,+55-07-07047256
2860,426,2022-03-06 06:24:26,sms,0,1,0,incoming,----------,+55-34-34832825,+55-06-06111538
2861,380,2022-03-03 10:58:31,call,20,0,0,incoming,----------,+55-25-25207774,+55-85-85330727
2862,380,2022-03-07 12:19:23,data,0,0,92,outgoing,----------,+55-40-40502003,+55-50-50132826
2863,380,2022-03-04 13:46:59,data,0,0,33,incoming,----------,+155-84-28028279,+55-82-82022246
2864,380,2022-03-06 11:16:49,sms,0,1,0,outgoing,----------,+55-37-37303424,+55-74-74748768
2865,380,2022-03-07 05:36:28,data,0,0,62,outgoing,----------,+55-74-74617204,+55-03-03635154
2866,354,2022-03-03 15:47:19,sms,0,1,0,incoming,----------,+55-04-04764613,+55-10-10511163
2867,354,2022-03-06 11:10:30,call,42,0,0,incoming,----------,+55-03-03247656,+55-84-84070846
2868,354,2022-03-02 17:05:11,data,0,0,88,outgoing,----------,+55-58-58372364,+55-48-48332081
2869,7,2022-03-02 22:34:30,sms,0,1,0,incoming,----------,+55-27-27545478,+55-85-85280134
2870,7,2022-03-04 14:15:22,data,0,0,98,incoming,roaming,+55-74-74435041,+55-12-12504517
2871,7,2022-03-04 02:51:44,sms,0,1,0,incoming,roaming,+55-12-12504517,+55-31-31284537
2872,7,2022-03-05 19:08:46,data,0,0,132,outgoing,----------,+55-41-41486631,+820-47-79112459
2873,7,2022-03-07 22:10:28,sms,0,1,0,outgoing,----------,+55-54-54433355,+55-86-86872740
2874,7,2022-03-01 06:21:14,call,27,0,0,outgoing,----------,+55-88-88465543,+55-55-55016401
2875,7,2022-03-06 21:20:11,call,9,0,0,incoming,----------,+55-27-27545478,+55-64-64643175
2876,7,2022-03-02 13:24:00,data,0,0,155,incoming,----------,+55-74-74617204,+55-84-84465204
2877,7,2022-03-07 01:39:03,sms,0,1,0,outgoing,----------,+55-32-32128217,+55-65-65141062
2878,119,2022-03-04 00:56:31,call,48,0,0,outgoing,roaming,+55-32-32048363,+55-84-84373107
2879,217,2022-03-06 21:47:51,data,0,0,86,incoming,----------,+55-16-16647382,+55-45-45083456
2880,217,2022-03-04 20:52:27,sms,0,1,0,outgoing,----------,+55-70-70871867,+55-24-24001285
2881,217,2022-03-07 19:27:31,call,31,0,0,incoming,----------,+55-22-22488308,+55-72-72605444
2882,217,2022-03-03 23:34:36,sms,0,1,0,incoming,----------,+55-86-86307583,+55-74-74617204
2883,217,2022-03-04 04:06:40,data,0,0,20,incoming,----------,+55-85-85143036,+55-61-61306836
2884,217,2022-03-04 00:03:36,sms,0,1,0,outgoing,----------,+55-40-40243344,+55-11-11000728
2885,338,2022-03-03 02:17:23,call,18,0,0,outgoing,----------,+55-35-35576405,+55-47-47641345
2886,338,2022-03-04 04:20:08,data,0,0,170,outgoing,----------,+55-67-67688241,+55-25-25860708
2887,407,2022-03-02 15:12:30,data,0,0,14,incoming,roaming,+55-08-08456640,+55-72-72407525
2888,407,2022-03-07 18:43:48,call,4,0,0,incoming,roaming,+55-23-23753723,+55-53-53535570
2889,407,2022-03-02 21:26:23,data,0,0,58,outgoing,----------,+55-17-17561145,+55-50-50167066
2890,407,2022-03-02 18:59:09,sms,0,1,0,outgoing,----------,+55-51-51177527,+55-80-80266027
2891,407,2022-03-01 12:03:15,sms,0,1,0,outgoing,----------,+55-73-73720810,+55-71-71826586
2892,407,2022-03-07 20:42:10,data,0,0,153,incoming,----------,+55-40-40051361,+55-71-71170378
2893,407,2022-03-07 20:33:17,data,0,0,142,incoming,roaming,+55-20-20778740,+55-42-42654533
2894,407,2022-03-06 20:55:19,call,10,0,0,outgoing,----------,+55-06-06776605,+55-74-74505167
2895,231,2022-03-04 20:01:57,sms,0,1,0,outgoing,----------,+55-22-22380306,+55-62-62746082
2896,231,2022-03-01 20:22:50,call,8,0,0,outgoing,----------,+55-24-24827430,+55-72-72605444
2897,231,2022-03-07 19:29:09,data,0,0,87,outgoing,----------,+55-00-00055488,+55-21-21470350
2898,386,2022-03-04 23:14:02,sms,0,1,0,outgoing,----------,+55-11-11708748,+55-20-20332711
2899,386,2022-03-03 11:41:15,call,12,0,0,outgoing,----------,+55-84-84361611,+438-50-67374591
2900,386,2022-03-01 23:41:49,data,0,0,71,incoming,----------,+55-43-43440256,+55-32-32720612
2901,205,2022-03-07 13:37:58,call,1,0,0,incoming,----------,+55-66-66757402,+55-54-54640402
2902,205,2022-03-04 02:43:03,data,0,0,188,incoming,----------,+55-46-46320017,+55-57-57542770
2903,205,2022-03-01 18:09:03,data,0,0,117,incoming,----------,+55-38-38637635,+55-53-53147472
2904,205,2022-03-05 01:17:56,data,0,0,25,incoming,----------,+55-35-35408467,+55-32-32048363
2905,205,2022-03-03 13:56:09,call,9,0,0,incoming,----------,+55-38-38184211,+55-32-32752333
2906,205,2022-03-06 22:59:11,call,18,0,0,outgoing,----------,+55-00-00630363,+55-81-81480760
2907,205,2022-03-04 04:43:47,data,0,0,39,incoming,----------,+55-57-57432165,+55-32-32410705
2908,205,2022-03-02 19:51:19,call,32,0,0,outgoing,----------,+55-03-03218056,+55-41-41360878
2909,243,2022-03-03 01:22:06,call,43,0,0,outgoing,----------,+55-50-50271510,+55-74-74263042
2910,178,2022-03-06 18:24:31,call,7,0,0,incoming,----------,+55-33-33566783,+55-48-48283045
2911,178,2022-03-02 12:23:26,sms,0,1,0,incoming,----------,+55-54-54510200,+55-07-07281037
2912,178,2022-03-04 18:39:04,sms,0,1,0,incoming,----------,+77-48-20526578,+55-16-16113815
2913,233,2022-03-06 23:30:34,call,37,0,0,incoming,----------,+55-57-57761434,+55-12-12518753
2914,28,2022-03-03 23:30:09,data,0,0,54,incoming,roaming,+55-00-00811310,+55-47-47537320
2915,340,2022-03-02 12:56:21,sms,0,1,0,incoming,----------,+55-25-25860708,+55-67-67887750
2916,340,2022-03-01 00:32:02,sms,0,1,0,outgoing,----------,+55-57-57358055,+55-30-30204236
2917,340,2022-03-01 08:18:28,data,0,0,168,incoming,----------,+55-17-17257701,+55-22-22053440
2918,340,2022-03-03 09:15:29,call,40,0,0,outgoing,----------,+55-38-38643568,+55-53-53121644
2919,340,2022-03-01 15:41:54,sms,0,1,0,incoming,----------,+55-74-74660702,+55-77-77274758
2920,340,2022-03-03 00:19:32,sms,0,1,0,incoming,----------,+55-16-16000404,+55-04-04764613
2921,340,2022-03-03 02:46:20,sms,0,1,0,outgoing,roaming,+55-53-53185843,+55-16-16142486
2922,340,2022-03-02 23:50:49,data,0,0,116,incoming,----------,+391-71-18941954,+55-73-73763265
2923,340,2022-03-06 17:30:07,sms,0,1,0,outgoing,----------,+55-25-25304263,+55-41-41580757
2924,232,2022-03-02 07:11:25,data,0,0,103,outgoing,----------,+55-37-37644703,+55-63-63633016
2925,232,2022-03-04 23:25:47,call,48,0,0,outgoing,----------,+55-50-50235375,+55-34-34367305
2926,232,2022-03-02 21:46:59,data,0,0,169,outgoing,----------,+55-53-53272784,+55-56-56565668
2927,232,2022-03-03 13:27:47,call,6,0,0,incoming,----------,+55-25-25263553,+55-87-87346834
2928,232,2022-03-06 13:01:09,call,14,0,0,incoming,----------,+55-55-55077125,+55-86-86718837
2929,232,2022-03-03 23:29:09,call,13,0,0,incoming,----------,+55-64-64643175,+55-07-07266735
2930,232,2022-03-05 17:02:53,call,19,0,0,incoming,----------,+55-61-61778330,+55-10-10455546
2931,232,2022-03-03 11:48:23,sms,0,1,0,outgoing,----------,+55-77-77247634,+55-42-42654533
2932,232,2022-03-02 02:07:29,data,0,0,68,incoming,----------,+55-17-17185605,+55-62-62501467
2933,158,2022-03-05 16:46:17,sms,0,1,0,incoming,----------,+55-00-00055488,+55-27-27262555
2934,158,2022-03-06 22:49:08,call,33,0,0,outgoing,----------,+55-48-48672150,+55-62-62730333
2935,158,2022-03-04 03:27:13,call,29,0,0,outgoing,----------,+55-07-07835438,+812-35-88183981
2936,158,2022-03-01 21:12:27,sms,0,1,0,outgoing,----------,+55-23-23200815,+55-02-02218027
2937,158,2022-03-02 10:36:20,data,0,0,87,incoming,----------,+55-04-04314372,+55-81-81446436
2938,158,2022-03-05 17:09:55,data,0,0,182,incoming,----------,+85-58-48869618,+55-11-11076674
2939,158,2022-03-01 06:47:01,sms,0,1,0,outgoing,roaming,+55-22-22516168,+55-87-87767306
2940,158,2022-03-07 15:16:22,sms,0,1,0,incoming,----------,+55-63-63256388,+55-87-87767306
2941,386,2022-03-03 19:15:08,data,0,0,20,outgoing,----------,+55-64-64324623,+55-16-16000404
2942,386,2022-03-06 18:21:45,data,0,0,162,outgoing,----------,+55-86-86761881,+55-47-47507730
2943,386,2022-03-03 22:35:25,data,0,0,31,incoming,----------,+181-98-23906728,+55-62-62466831
2944,386,2022-03-06 21:28:57,data,0,0,64,outgoing,----------,+55-22-22053440,+55-71-71581477
2945,386,2022-03-05 00:56:10,data,0,0,9,outgoing,----------,+55-15-15752216,+55-38-38637635
2946,386,2022-03-03 03:41:55,call,15,0,0,outgoing,----------,+55-02-02687487,+55-52-52776338
2947,386,2022-03-04 23:03:25,call,45,0,0,outgoing,----------,+55-74-74213830,+55-48-48122654
2948,386,2022-03-03 06:22:40,call,44,0,0,outgoing,----------,+55-14-14733544,+55-07-07057410
2949,194,2022-03-05 17:15:45,call,43,0,0,outgoing,----------,+55-66-66642875,+55-32-32853475
2950,194,2022-03-05 10:16:21,data,0,0,158,incoming,----------,+55-84-84123060,+55-20-20578778
2951,194,2022-03-04 18:03:36,sms,0,1,0,outgoing,----------,+55-08-08140003,+55-27-27078088
2952,194,2022-03-01 22:50:18,sms,0,1,0,incoming,----------,+55-35-35643850,+55-66-66786535
